experiment_id,dataset,scheme,group,EvidenceRecall@5/50,EvidenceCoverage@5,AllEvidenceHit@5/50,ContextPrecision@5,MRR,queries,generated_subqueries,query_embeddings,cache_hits,cache_misses,actual_embeddings,retrieval_calls,average_candidates,p50_retrieval_latency_ms,p95_retrieval_latency_ms
20260728T100028Z-multisection-ablation,hard_dev,S1,IMPLICIT_PARAPHRASE,0.75,0.75,0.75,0.15721764654942783,0.1875,48,29,77,48,29,29,77,24.583333333333332,0.11862500105053186,104.03587500331923
20260728T100028Z-multisection-ablation,hard_dev,S1,TERMINOLOGY,0.9166666666666666,0.9164901129943503,0.8333333333333334,0.284624779072756,0.48333333333333334,48,29,77,48,29,29,77,24.583333333333332,0.11862500105053186,104.03587500331923
20260728T100028Z-multisection-ablation,hard_dev,S1,TERMINOLOGY_DISAMBIGUATION,0.9375,0.9373675847457628,0.875,0.25450266992450715,0.4666666666666667,48,29,77,48,29,29,77,24.583333333333332,0.11862500105053186,104.03587500331923
20260728T100028Z-multisection-ablation,hard_dev,S1,CONSTRAINT_BASED_SELECTION,0.6296296296296297,0.6114564271635186,0.4444444444444444,0.23220917715595965,0.4351851851851852,48,29,77,48,29,29,77,24.583333333333332,0.11862500105053186,104.03587500331923
20260728T100028Z-multisection-ablation,hard_dev,S1,SCENARIO_DIAGNOSIS,0.5909090909090909,0.5966567102428884,0.45454545454545453,0.18190295943592497,0.6060606060606061,48,29,77,48,29,29,77,24.583333333333332,0.11862500105053186,104.03587500331923
20260728T100028Z-multisection-ablation,hard_dev,S1,HARD_NEGATIVE,0.6888888888888889,0.6779849674092222,0.6,0.19197617793497168,0.3722222222222222,48,29,77,48,29,29,77,24.583333333333332,0.11862500105053186,104.03587500331923
20260728T100028Z-multisection-ablation,hard_dev,S1,IMPLEMENTATION_DIFFERENCE,1.0,1.0,1.0,0.17834618148209172,0.75,48,29,77,48,29,29,77,24.583333333333332,0.11862500105053186,104.03587500331923
20260728T100028Z-multisection-ablation,hard_dev,S1,VERSION_IMPLEMENTATION_DIFFERENCE,1.0,1.0,1.0,0.20945238452935383,1.0,48,29,77,48,29,29,77,24.583333333333332,0.11862500105053186,104.03587500331923
20260728T100028Z-multisection-ablation,hard_dev,S1,MULTI_SECTION,0.3888888888888889,0.3888888888888889,0.16666666666666666,0.17962017657840432,0.3611111111111111,48,29,77,48,29,29,77,24.583333333333332,0.11862500105053186,104.03587500331923
20260728T100028Z-multisection-ablation,hard_dev,S1,MULTI_SECTION_REASONING,0.4,0.4,0.2,0.18355128215480102,0.36666666666666664,48,29,77,48,29,29,77,24.583333333333332,0.11862500105053186,104.03587500331923
